AdultID,Sex,Treatment,Genetic ,Rearing,Day,Age,Timepoint,CORT,Integral,Plate,Mass,Free_Hormone,Per_CBG_Sat,CBG_Conc
3631,M,low,13,26,90,90,Stress,11.7644,176.82189,4,15.56,NA,NA,NA
3632,M,cont,14,26,16,16,Baseline,1.79791,225.656625,11,12.26,NA,NA,NA
3632,M,cont,14,26,16,16,Stress,14.51786,225.656625,11,12.26,NA,NA,NA
3632,M,cont,14,26,40,40,Baseline,0.52722,115.62993,11,12.85,NA,NA,NA
3632,M,cont,14,26,40,40,Stress,7.9208,115.62993,11,12.85,NA,NA,NA
3632,M,cont,14,26,90,90,Baseline,1.600460872,149.5035744,11,13.58,NA,NA,NA
3632,M,cont,14,26,90,90,Stress,9.11822,149.5035744,11,13.58,NA,NA,NA
3633,F,cont,13,26,16,16,Baseline,2.30423,231.274185,2,12.21,0.040726508,2.678095459,246.7906027
3633,F,cont,13,26,16,16,Stress,14.31514,231.274185,2,12.21,0.260314979,14.95792327,274.4580222
3633,F,cont,13,26,40,40,Baseline,1.13805,120.426345,2,14.34,NA,NA,NA
3633,F,cont,13,26,40,40,Stress,7.52952,120.426345,2,14.34,NA,NA,NA
3633,F,cont,13,26,90,90,Baseline,1.086403605,42.90808448,2,15.3,0.014849399,0.993370882,314.1338845
3633,F,cont,13,26,90,90,Stress,1.85055,42.90808448,2,15.3,NA,NA,NA
3634,F,per,23,13,16,17,Baseline,0.33228,237.37185,15,12.17,0.006006448,0.404200679,235.762739
3634,F,per,23,13,16,17,Stress,17.17698,237.37185,15,12.17,0.853623231,36.57930806,133.1878409
3634,F,per,23,13,40,41,Baseline,1.01735,169.4193,15,13.56,NA,NA,NA
3634,F,per,23,13,40,41,Stress,11.30615,169.4193,15,13.56,NA,NA,NA
3634,F,per,23,13,90,91,Baseline,1.62732041,159.8326718,15,14.45,0.028714139,1.903219294,245.2548309
3634,F,per,23,13,90,91,Stress,9.85051,159.8326718,15,14.45,NA,NA,NA
3635,M,low,26,13,16,17,Baseline,2.5539,102.01212,9,11.62,NA,NA,NA
3635,M,low,26,13,16,17,Stress,4.43502,102.01212,9,11.62,NA,NA,NA
3635,M,low,26,13,40,41,Baseline,6.46189,218.032365,9,13.64,NA,NA,NA
3635,M,low,26,13,40,41,Stress,8.25268,218.032365,9,13.64,NA,NA,NA
3635,M,low,26,13,90,91,Baseline,0.95372,27.933495,9,14.43,NA,NA,NA
3635,M,low,26,13,90,91,Stress,0.90349,27.933495,9,14.43,NA,NA,NA
3636,F,low,23,13,16,16,Baseline,2.88936,449.999685,13,11.63,0.111447026,7.002873742,117.4839727
3636,F,low,23,13,16,16,Stress,29.80187,449.999685,13,11.63,0.562705708,27.54707669,310.1801984
3636,F,low,23,13,40,40,Baseline,1.32542,267.03888,13,13.54,NA,NA,NA
3636,F,low,23,13,40,40,Stress,18.1607,267.03888,13,13.54,NA,NA,NA
3636,F,low,23,13,90,90,Baseline,11.41974,360.63441,13,14.17,0.229090854,13.40425255,244.1636459
3636,F,low,23,13,90,90,Stress,12.7562,360.63441,13,14.17,NA,NA,NA
3637,M,cont,26,13,16,16,Baseline,1.48064,376.09044,5,11.42,NA,NA,NA
3637,M,cont,26,13,16,16,Stress,26.04888,376.09044,5,11.42,NA,NA,NA
3637,M,cont,26,13,40,40,Baseline,0.54711,116.912565,5,13.32,NA,NA,NA
3637,M,cont,26,13,40,40,Stress,7.9915,116.912565,5,13.32,NA,NA,NA
3637,M,cont,26,13,90,90,Baseline,1.05632,146.281785,5,13.52,NA,NA,NA
3637,M,cont,26,13,90,90,Stress,9.54463,146.281785,5,13.52,NA,NA,NA
3638,F,per,13,13,16,16,Baseline,0.73847,403.81422,15,12.49,0.013330753,0.892685895,237.2498334
3638,F,per,13,13,16,16,Stress,29.00959,403.81422,15,12.49,2.379145167,61.64953802,131.9435926
3638,F,per,13,13,40,40,Baseline,0.31177,180.445485,15,13.79,NA,NA,NA
3638,F,per,13,13,40,40,Stress,12.98528,180.445485,15,13.79,NA,NA,NA
3638,F,per,13,13,90,90,Baseline,0.57476,261.35547,15,13.13,0.0050451,0.339727079,486.7771873
3638,F,per,13,13,90,90,Stress,18.65718,261.35547,15,13.13,NA,NA,NA
3639,F,low,14,3,16,17,Baseline,1.67625754,457.7810058,8,12.45,0.037249812,2.455087597,195.5300614
3639,F,low,14,3,16,17,Stress,11.73782,457.7810058,8,12.45,0.285438384,16.16813061,207.7540368
3639,F,low,14,3,40,41,Baseline,0.92666,435.406785,8,14.1,NA,NA,NA
3639,F,low,14,3,40,41,Stress,10.99103,435.406785,8,14.1,NA,NA,NA
3639,F,low,14,3,90,91,Baseline,0.91242,128.771235,8,15.28,0.012625449,0.845855106,309.8191744
3639,F,low,14,3,90,91,Stress,3.41609,128.771235,8,15.28,NA,NA,NA
3640,M,per,26,3,16,16,Baseline,2.60097,441.286965,2,11.77,NA,NA,NA
3640,M,per,26,3,16,16,Stress,29.50896,441.286965,2,11.77,NA,NA,NA
3640,M,per,26,3,40,40,Baseline,1.264153605,224.5202095,2,13.49,NA,NA,NA
3640,M,per,26,3,40,40,Stress,15.08605,224.5202095,2,13.49,NA,NA,NA
3640,M,per,26,3,90,90,Baseline,0.67899,166.990365,2,14.01,NA,NA,NA
3640,M,per,26,3,90,90,Stress,11.53978,166.990365,2,14.01,NA,NA,NA
3641,F,cont,14,3,16,16,Baseline,4.82988,338.063175,14,12.83,0.084181451,5.381821315,257.4382418
3641,F,cont,14,3,16,16,Stress,19.13853,338.063175,14,12.83,0.449393704,23.2919649,235.2075463
3641,F,cont,14,3,40,40,Baseline,0.31618,129.495135,14,13.71,NA,NA,NA
3641,F,cont,14,3,40,40,Stress,9.20579,129.495135,14,13.71,NA,NA,NA
3641,F,cont,14,3,90,90,Baseline,0.52129,61.21146,14,13.8,0.004598835,0.309769575,484.1810596
3641,F,cont,14,3,90,90,Stress,3.89705,61.21146,14,13.8,NA,NA,NA
3642,M,cont,26,3,16,16,Baseline,1.00119,326.56968,7,11.45,NA,NA,NA
3642,M,cont,26,3,16,16,Stress,22.96667,326.56968,7,11.45,NA,NA,NA
3642,M,cont,26,3,40,40,Baseline,0.42231,184.3164,7,12.81,NA,NA,NA
3642,M,cont,26,3,40,40,Stress,13.13691,184.3164,7,12.81,NA,NA,NA
3642,M,cont,26,3,90,90,Baseline,1.648368621,84.16052225,7,12.81,NA,NA,NA
3642,M,cont,26,3,90,90,Stress,4.21944,84.16052225,7,12.81,NA,NA,NA
3646,M,cont,5,7,16,17,Baseline,0.91315,189.18714,10,12.46,NA,NA,NA
3646,M,cont,5,7,16,17,Stress,12.89779,189.18714,10,12.46,NA,NA,NA
3646,M,cont,5,7,40,41,Baseline,0.71715,71.24283,10,13.77,NA,NA,NA
3646,M,cont,5,7,40,41,Stress,4.40073,71.24283,10,13.77,NA,NA,NA
3646,M,cont,5,7,90,91,Baseline,1.70374,149.12625,10,14.09,NA,NA,NA
3646,M,cont,5,7,90,91,Stress,8.96404,149.12625,10,14.09,NA,NA,NA
3647,F,cont,7,7,16,16,Baseline,0.78422,395.406105,6,12.17,0.014701874,0.983599074,228.605269
3647,F,cont,7,7,16,16,Stress,28.33085,395.406105,6,12.17,1.24825652,45.75290156,175.9771634
3647,F,cont,7,7,40,40,Baseline,1.699094631,146.6486264,6,13.69,NA,NA,NA
3647,F,cont,7,7,40,40,Stress,8.78619,146.6486264,6,13.69,NA,NA,NA
3647,F,cont,7,7,90,90,Baseline,1.699094631,490.4916014,6,13.71,0.028668344,1.900241608,256.5423073
3647,F,cont,7,7,90,90,Stress,34.25604,490.4916014,6,13.71,NA,NA,NA
3648,M,per,5,7,16,15,Baseline,1.3258,315.930135,16,11.27,NA,NA,NA
3648,M,per,5,7,16,15,Stress,21.78181,315.930135,16,11.27,NA,NA,NA
3648,M,per,5,7,40,39,Baseline,0.35371,23.86722,16,13.67,NA,NA,NA
3648,M,per,5,7,40,39,Stress,1.33563,23.86722,16,13.67,NA,NA,NA
3648,M,per,5,7,90,89,Baseline,0.54779,136.11957,16,13.11,NA,NA,NA
3648,M,per,5,7,90,89,Stress,9.41341,136.11957,16,13.11,NA,NA,NA
3649,F,per,7,25,16,17,Baseline,5.79665,109.9257,3,11.71,0.12139487,7.580570685,219.0831594
3649,F,per,7,25,16,17,Stress,1.05785,109.9257,3,11.71,0.012078672,0.809519754,375.6399356
3649,F,per,7,25,40,41,Baseline,1.544832782,47.440546,3,13.57,NA,NA,NA
3649,F,per,7,25,40,41,Stress,1.625985563,47.440546,3,13.57,NA,NA,NA
3649,F,per,7,25,90,91,Baseline,1.28398,218.27055,3,13.68,0.025135923,1.670010197,220.3839276
3649,F,per,7,25,90,91,Stress,14.59888,218.27055,3,13.68,NA,NA,NA
3650,M,low,7,25,16,16,Baseline,0.40457,68.73666,12,12.75,NA,NA,NA
3650,M,low,7,25,16,16,Stress,4.59713,68.73666,12,12.75,NA,NA,NA
3650,M,low,7,25,40,40,Baseline,0.44809,50.121255,12,14.44,NA,NA,NA
3650,M,low,7,25,40,40,Stress,3.16502,50.121255,12,14.44,NA,NA,NA
3650,M,low,7,25,90,90,Baseline,0.78827,48.231735,12,15.2,NA,NA,NA
3650,M,low,7,25,90,90,Stress,2.60928,48.231735,12,15.2,NA,NA,NA
3651,M,low,25,25,16,16,Baseline,0.64505,113.094285,13,13.78,NA,NA,NA
3651,M,low,25,25,16,16,Stress,7.58896,113.094285,13,13.78,NA,NA,NA
3651,M,low,25,25,40,40,Baseline,1.32542,267.03888,13,15.15,NA,NA,NA
3651,M,low,25,25,40,40,Stress,18.1607,267.03888,13,15.15,NA,NA,NA
3651,M,low,25,25,90,90,Baseline,1.099143514,190.344568,13,16.52,NA,NA,NA
3651,M,low,25,25,90,90,Stress,12.7562,190.344568,13,16.52,NA,NA,NA
3652,M,cont,7,25,16,16,Baseline,NA,NA,4,11.95,NA,NA,NA
3652,M,cont,7,25,16,16,Stress,8.69677,NA,4,11.95,NA,NA,NA
3652,M,cont,7,25,40,40,Baseline,1.593303973,112.4669006,4,14.1,NA,NA,NA
3652,M,cont,7,25,40,40,Stress,6.38351,112.4669006,4,14.1,NA,NA,NA
3652,M,cont,7,25,90,90,Baseline,1.205233973,40.70511555,4,14.16,NA,NA,NA
3652,M,cont,7,25,90,90,Stress,1.54213,40.70511555,4,14.16,NA,NA,NA
3653,M,cont,25,31,16,17,Baseline,0.71358,68.466375,12,11.97,NA,NA,NA
3653,M,cont,25,31,16,17,Stress,4.19943,68.466375,12,11.97,NA,NA,NA
3653,M,cont,25,31,40,41,Baseline,1.517187558,43.70247471,12,14.13,NA,NA,NA
3653,M,cont,25,31,40,41,Stress,1.38288,43.70247471,12,14.13,NA,NA,NA
3653,M,cont,25,31,90,91,Baseline,0.32441,64.420665,12,14.23,NA,NA,NA
3653,M,cont,25,31,90,91,Stress,4.3754,64.420665,12,14.23,NA,NA,NA
3654,M,per,31,31,16,16,Baseline,1.64971,49.589445,9,10.44,NA,NA,NA
3654,M,per,31,31,16,16,Stress,1.65698,49.589445,9,10.44,NA,NA,NA
3654,M,per,31,31,40,40,Baseline,24.34213,417.599058,9,12.78,NA,NA,NA
3654,M,per,31,31,40,40,Stress,1.181771331,417.599058,9,12.78,NA,NA,NA
3654,M,per,31,31,90,90,Baseline,3.97617,88.71263094,9,12.84,NA,NA,NA
3654,M,per,31,31,90,90,Stress,1.711542662,88.71263094,9,12.84,NA,NA,NA
3655,M,cont,4,31,16,16,Baseline,1.12527,129.570435,13,12.48,NA,NA,NA
3655,M,cont,4,31,16,16,Stress,8.22248,129.570435,13,12.48,NA,NA,NA
3655,M,cont,4,31,40,40,Baseline,1.666527028,105.768266,13,14.47,NA,NA,NA
3655,M,cont,4,31,40,40,Stress,5.79782,105.768266,13,14.47,NA,NA,NA
3655,M,cont,4,31,90,90,Baseline,1.65145,82.75458,13,14.5,NA,NA,NA
3655,M,cont,4,31,90,90,Stress,4.11153,82.75458,13,14.5,NA,NA,NA
3656,F,low,4,18,16,17,Baseline,1.40523,336.54141,5,12.15,0.031801437,2.103545903,191.2816066
3656,F,low,4,18,16,17,Stress,23.21149,336.54141,5,12.15,0.330034788,18.23361575,365.5796703
3656,F,low,4,18,40,41,Baseline,0.72087,196.78401,5,13.75,NA,NA,NA
3656,F,low,4,18,40,41,Stress,13.69553,196.78401,5,13.75,NA,NA,NA
3656,F,low,4,18,90,91,Baseline,0.42567,124.276725,5,15.19,0.010564622,0.708766441,171.8366102
3656,F,low,4,18,90,91,Stress,8.68542,124.276725,5,15.19,NA,NA,NA
3657,F,low,32,18,16,17,Baseline,1.142912053,168.3895839,1,11.42,0.029553016,1.957732869,166.9734681
3657,F,low,32,18,16,17,Stress,11.07641,168.3895839,1,11.42,0.159689688,9.739018851,326.5920523
3657,F,low,32,18,40,41,Baseline,0.99167,158.311545,1,13.38,NA,NA,NA
3657,F,low,32,18,40,41,Stress,10.51474,158.311545,1,13.38,NA,NA,NA
3657,F,low,32,18,90,91,Baseline,1.562124105,205.9633277,1,13.35,0.022763989,1.514807994,296.112161
3657,F,low,32,18,90,91,Stress,13.34728,205.9633277,1,13.35,NA,NA,NA
3658,F,per,32,18,16,16,Baseline,0.74223,20.95011,9,11.43,0.013845889,0.926861913,229.6169475
3658,F,per,32,18,16,16,Stress,0.64469,20.95011,9,11.43,0.010293429,0.690698112,267.8860332
3658,F,per,32,18,40,40,Baseline,1.36392,170.25192,9,13.71,NA,NA,NA
3658,F,per,32,18,40,40,Stress,10.94424,170.25192,9,13.71,NA,NA,NA
3658,F,per,32,18,90,90,Baseline,7.736131331,150.7519929,9,13.49,0.079587586,5.103117411,435.947441
3658,F,per,32,18,90,90,Stress,1.711542662,150.7519929,9,13.49,NA,NA,NA
3659,M,cont,32,18,16,16,Baseline,0.95824,134.80239,6,10.91,NA,NA,NA
3659,M,cont,32,18,16,16,Stress,8.81418,134.80239,6,10.91,NA,NA,NA
3659,M,cont,32,18,40,40,Baseline,1.699094631,55.61988141,6,13.4,NA,NA,NA
3659,M,cont,32,18,40,40,Stress,2.04332,55.61988141,6,13.4,NA,NA,NA
3659,M,cont,32,18,90,90,Baseline,0.30109,33.843,6,13.21,NA,NA,NA
3659,M,cont,32,18,90,90,Stress,2.13889,33.843,6,13.21,NA,NA,NA
3660,F,cont,17,18,16,16,Baseline,1.68664,356.17467,10,12.08,0.042795039,2.810295429,171.684899
3660,F,cont,17,18,16,16,Stress,24.32186,356.17467,10,12.08,1.208275502,44.94611884,153.4830691
3660,F,cont,17,18,40,40,Baseline,0.99415,76.11681,10,12.95,NA,NA,NA
3660,F,cont,17,18,40,40,Stress,4.42321,76.11681,10,12.95,NA,NA,NA
3660,F,cont,17,18,90,90,Baseline,0.6575,131.86329,10,13.06,0.00733072,0.492877603,383.5062025
3660,F,cont,17,18,90,90,Stress,8.96404,131.86329,10,13.06,NA,NA,NA
3661,M,per,17,11,16,17,Baseline,NA,NA,16,12.28,NA,NA,NA
3661,M,per,17,11,16,17,Stress,14.21191,NA,16,12.28,NA,NA,NA
3661,M,per,17,11,40,41,Baseline,1.7874,175.516875,16,13.22,NA,NA,NA
3661,M,per,17,11,40,41,Stress,10.81665,175.516875,16,13.22,NA,NA,NA
3661,M,per,17,11,90,91,Baseline,0.95801,87.99126,16,13.48,NA,NA,NA
3661,M,per,17,11,90,91,Stress,5.34697,87.99126,16,13.48,NA,NA,NA
3663,F,low,11,11,16,16,Baseline,1.2658,217.97058,4,12.97,0.032324827,2.137426195,169.3989544
3663,F,low,11,11,16,16,Stress,14.59888,217.97058,4,12.97,0.531117381,26.4090692,157.526538
3663,F,low,11,11,40,40,Baseline,1.325043973,119.8809206,4,14.83,NA,NA,NA
3663,F,low,11,11,40,40,Stress,7.26057,119.8809206,4,14.83,NA,NA,NA
3663,F,low,11,11,90,90,Baseline,1.182753973,58.79720055,4,15.83,0.022953685,1.527238366,222.0005579
3663,F,low,11,11,90,90,Stress,2.90976,58.79720055,4,15.83,NA,NA,NA
3664,M,low,17,11,16,16,Baseline,2.90976,206.83044,3,11.87,NA,NA,NA
3664,M,low,17,11,16,16,Stress,11.7644,206.83044,3,11.87,NA,NA,NA
3664,M,low,17,11,40,40,Baseline,1.06731,135.01701,3,13.14,NA,NA,NA
3664,M,low,17,11,40,40,Stress,8.69677,135.01701,3,13.14,NA,NA,NA
3664,M,low,17,11,90,90,Baseline,1.2658,82.70112,3,13.96,NA,NA,NA
3664,M,low,17,11,90,90,Stress,4.57892,82.70112,3,13.96,NA,NA,NA
3665,F,per,17,16,16,17,Baseline,0.84963,212.960835,11,11.46,0.040681278,2.675200841,90.13728302
3665,F,per,17,16,16,17,Stress,14.73644,212.960835,11,11.46,1.119240658,43.06029358,96.1678713
3665,F,per,17,16,40,40,Baseline,2.02226,119.95413,11,13.37,NA,NA,NA
3665,F,per,17,16,40,40,Stress,6.41384,119.95413,11,13.37,NA,NA,NA
3665,F,per,17,16,90,91,Baseline,1.23014,99.49506,11,13.03,0.024780387,1.646777672,214.0791233
3665,F,per,17,16,90,91,Stress,5.8665,99.49506,11,13.03,NA,NA,NA
3666,F,low,11,16,16,16,Baseline,0.85749,364.55823,8,11.7,0.020160124,1.343864816,182.6492116
3666,F,low,11,16,16,16,Stress,9.22375,364.55823,8,11.7,0.30938303,17.28992757,152.1717542
3666,F,low,11,16,40,39,Baseline,0.52432,157.90728,8,14.13,NA,NA,NA
3666,F,low,11,16,40,39,Stress,4.03488,157.90728,8,14.13,NA,NA,NA
3666,F,low,11,16,90,90,Baseline,1.67625754,24.95912583,8,17.25,0.030540348,2.021816095,237.7636503
3666,F,low,11,16,90,90,Stress,1.05086,24.95912583,8,17.25,NA,NA,NA
3667,M,per,11,16,16,17,Baseline,0.56329,NA,12,12.08,NA,NA,NA
3667,M,per,11,16,16,17,Stress,NA,NA,12,12.08,NA,NA,NA
3667,M,per,11,16,40,40,Baseline,0.79295,71.752245,12,14.55,NA,NA,NA
3667,M,per,11,16,40,40,Stress,4.34582,71.752245,12,14.55,NA,NA,NA
3667,M,per,11,16,90,91,Baseline,0.65221,124.139325,12,16.83,NA,NA,NA
3667,M,per,11,16,90,91,Stress,8.39836,124.139325,12,16.83,NA,NA,NA
3668,M,per,16,16,90,16,Stress,15.42028,224.571315,7,12.52,NA,NA,NA
3668,M,per,16,16,16,16,Baseline,1.648368621,149.3772672,7,10.35,0.064626852,4.183978276,112.155691
3668,M,per,16,16,16,39,Stress,9.05031,149.3772672,7,10.35,0.396856949,21.14476277,121.6488646
3668,M,per,16,16,40,39,Baseline,3.159174311,73.58130933,7,13.57,NA,NA,NA
3668,M,per,16,16,40,90,Stress,1.589254311,73.58130933,7,13.57,NA,NA,NA
3668,M,per,16,16,90,90,Baseline,0.99379,224.571315,7,12.52,0.017296217,1.155163342,246.7862758
3669,F,cont,11,16,16,16,Baseline,3.58447,285.55968,2,12.01,0.100662734,6.368387886,160.8590465
3669,F,cont,11,16,16,16,Stress,16.77155,285.55968,2,12.01,0.253034373,14.60065517,329.7777173
3669,F,cont,11,16,40,39,Baseline,3.225614419,146.2727379,2,15.15,NA,NA,NA
3669,F,cont,11,16,40,39,Stress,6.8926,146.2727379,2,15.15,NA,NA,NA
3669,F,cont,11,16,90,90,Baseline,1.612807209,47.72855895,2,19.52,0.016192105,1.082220975,428.5976953
3669,F,cont,11,16,90,90,Stress,1.56424,47.72855895,2,19.52,NA,NA,NA
3670,M,per,11,9,16,17,Baseline,5.79665,202.91721,4,10.14,NA,NA,NA
3670,M,per,11,9,16,17,Stress,7.94611,202.91721,4,10.14,NA,NA,NA
3670,M,per,11,9,40,40,Baseline,1.05785,48.84891,4,14.52,NA,NA,NA
3670,M,per,11,9,40,40,Stress,2.32551,48.84891,4,14.52,NA,NA,NA
3670,M,per,11,9,90,90,Baseline,2.7898,456.341925,4,15.89,NA,NA,NA
3670,M,per,11,9,90,90,Stress,30.39335,456.341925,4,15.89,NA,NA,NA
3671,M,low,9,9,16,17,Baseline,1.38477,406.018395,8,9.54,NA,NA,NA
3671,M,low,9,9,16,17,Stress,10.38416,406.018395,8,9.54,NA,NA,NA
3671,M,low,9,9,40,40,Baseline,1.67625754,235.7425908,8,11.76,NA,NA,NA
3671,M,low,9,9,40,40,Stress,6.25539,235.7425908,8,11.76,NA,NA,NA
3671,M,low,9,9,90,90,Baseline,0.67017,286.455375,8,12.23,NA,NA,NA
3671,M,low,9,9,90,90,Stress,7.24672,286.455375,8,12.23,NA,NA,NA
3672,NA,per,6,9,16,17,Baseline,NA,NA,16,NA,NA,NA,NA
3672,NA,per,6,9,16,17,Stress,12.30076,NA,16,9.44,NA,NA,NA
3672,NA,per,6,9,40,40,Baseline,NA,NA,16,NA,NA,NA,NA
3672,NA,per,6,9,40,40,Stress,NA,NA,16,NA,NA,NA,NA
3672,NA,per,6,9,90,90,Baseline,NA,NA,16,NA,NA,NA,NA
3672,NA,per,6,9,90,90,Stress,NA,NA,16,NA,NA,NA,NA
3673,M,low,6,9,16,16,Baseline,3.09444,105.70356,1,5.7,NA,NA,NA
3673,M,low,6,9,16,16,Stress,4.0478,105.70356,1,5.7,NA,NA,NA
3673,M,low,6,9,40,39,Baseline,0.98841,186.442515,1,13.29,NA,NA,NA
3673,M,low,6,9,40,39,Stress,12.6025,186.442515,1,13.29,NA,NA,NA
3673,M,low,6,9,90,89,Baseline,1.37579,103.22925,1,13.42,NA,NA,NA
3673,M,low,6,9,90,89,Stress,5.96509,103.22925,1,13.42,NA,NA,NA
3674,M,per,9,9,16,16,Baseline,5.80874,164.299065,11,7.84,NA,NA,NA
3674,M,per,9,9,16,16,Stress,5.07073,164.299065,11,7.84,NA,NA,NA
3674,M,per,9,9,40,39,Baseline,0.52079,138.90246,11,11.81,NA,NA,NA
3674,M,per,9,9,40,39,Stress,9.65255,138.90246,11,11.81,NA,NA,NA
3674,M,per,9,9,90,89,Baseline,0.5786,200.96178,11,11.7,NA,NA,NA
3674,M,per,9,9,90,89,Stress,14.17888,200.96178,11,11.7,NA,NA,NA
3676,F,cont,6,6,16,17,Baseline,1.40092,89.10993,5,10.48,0.02662499,1.767194252,227.2774579
3676,F,cont,6,6,16,17,Stress,4.8885,89.10993,5,10.48,0.094565389,6.005808971,233.3350892
3676,F,cont,6,6,40,41,Baseline,0.70725,82.56204,5,13.24,NA,NA,NA
3676,F,cont,6,6,40,41,Stress,5.25129,82.56204,5,13.24,NA,NA,NA
3676,F,cont,6,6,90,91,Baseline,0.46899,68.40207,5,13.72,0.007463195,0.501739777,268.2751819
3676,F,cont,6,6,90,91,Stress,4.49361,68.40207,5,13.72,NA,NA,NA
3677,M,per,6,6,16,16,Baseline,2.79323,352.904415,14,9.64,NA,NA,NA
3677,M,per,6,6,16,16,Stress,22.72712,352.904415,14,9.64,NA,NA,NA
3677,M,per,6,6,40,40,Baseline,0.50391,109.37916,14,13.35,NA,NA,NA
3677,M,per,6,6,40,40,Stress,7.48627,109.37916,14,13.35,NA,NA,NA
3677,M,per,6,6,90,90,Baseline,0.67991,245.00112,14,13.05,NA,NA,NA
3677,M,per,6,6,90,90,Stress,17.31723,245.00112,14,13.05,NA,NA,NA
3678,NA,low,9,6,16,16,Baseline,8.81372,207.782475,15,7.77,NA,NA,NA
3678,NA,low,9,6,16,16,Stress,4.61897,207.782475,15,7.77,NA,NA,NA
3678,NA,low,9,6,40,40,Baseline,NA,NA,15,NA,NA,NA,NA
3678,NA,low,9,6,40,40,Stress,NA,NA,15,NA,NA,NA,NA
3678,NA,low,9,6,90,90,Baseline,NA,NA,15,NA,NA,NA,NA
3678,NA,low,9,6,90,90,Stress,NA,NA,15,NA,NA,NA,NA