AdultID,EggID,FMass,MMass,Genetic,Order,Rearing,Sex,Treatment,DayM,Mass,DayT,Tarsus,Head,Body
3618,4_16,18.19,15.1,4,16,2,M,cont,5,3.21,5,6.69,NA,NA
3618,4_16,18.19,15.1,4,16,2,M,cont,10,9.48,10,14.78,NA,NA
3618,4_16,18.19,15.1,4,16,2,M,cont,16,12.2,30,16.2,NA,NA
3618,4_16,18.19,15.1,4,16,2,M,cont,30,14.7,60,16.3,NA,NA
3618,4_16,18.19,15.1,4,16,2,M,cont,40,13.68,NA,NA,NA,NA
3618,4_16,18.19,15.1,4,16,2,M,cont,60,14.21,NA,NA,NA,NA
3618,4_16,18.19,15.1,4,16,2,M,cont,90,14.54,NA,NA,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,0,0.9257,0,4.07,7.08,18.21
3619,15_8,15.08,13.45,15,8,2,F,low,2,1.5,2,4.59,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,5,4.18,5,7.77,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,10,10.98,10,15.84,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,16,12.08,30,16,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,30,14.2,60,16.1,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,40,13.96,NA,NA,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,60,14.63,NA,NA,NA,NA
3619,15_8,15.08,13.45,15,8,2,F,low,90,14.32,NA,NA,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,0,0.9039,0,4.52,6.42,18.36
3620,4_17,18.19,15.1,4,17,15,M,per,2,1.17,2,4.63,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,5,2.51,5,6.44,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,10,8.09,10,13.71,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,16,11.07,30,15.8,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,30,13.9,60,16.4,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,40,14.26,NA,NA,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,60,14.99,NA,NA,NA,NA
3620,4_17,18.19,15.1,4,17,15,M,per,90,15.76,NA,NA,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,0,0.8468,0,3.68,6.38,17.67
3621,32_11,15.05,12.79,32,11,15,F,low,2,1.01,2,4.10,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,5,2.05,5,5.14,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,10,6.68,10,11.96,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,16,11.37,30,15.9,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,30,13.32,60,16,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,40,13.21,NA,NA,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,60,13.46,NA,NA,NA,NA
3621,32_11,15.05,12.79,32,11,15,F,low,90,13.74,NA,NA,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,0,0.7682,0,4.29,7.03,17.62
3622,10_6,19.01,13.95,10,6,15,F,per,2,1.26,2,4.45,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,5,2.65,5,6.01,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,10,8.94,10,13.75,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,16,11.47,30,16.1,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,30,14.06,60,16,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,40,15.02,NA,NA,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,60,15.07,NA,NA,NA,NA
3622,10_6,19.01,13.95,10,6,15,F,per,90,14.85,NA,NA,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,0,0.8732,0,4.16,7.27,18.76
3623,32_13,15.05,12.79,32,13,15,M,per,2,1.16,2,4.35,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,5,2.6,5,5.87,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,10,8.75,10,13.24,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,16,11.81,30,15.4,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,30,14.18,60,15.5,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,40,13.91,NA,NA,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,60,15.6,NA,NA,NA,NA
3623,32_13,15.05,12.79,32,13,15,M,per,90,14.84,NA,NA,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,0,0.6946,0,3.78,6.21,16.97
3624,10_7,19.01,13.95,10,7,23,F,low,2,1.83,2,5.32,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,5,4.98,5,9.19,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,10,11.12,10,16.15,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,16,12.8,30,16.5,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,30,14.71,60,16.5,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,40,14.55,NA,NA,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,60,14.48,NA,NA,NA,NA
3624,10_7,19.01,13.95,10,7,23,F,low,90,16.37,NA,NA,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,0,0.8694,0,3.94,7.53,17.66
3625,10_8,19.01,13.95,10,8,23,M,cont,2,1.65,2,4.81,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,5,4.18,5,9.60,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,10,10.55,10,16.14,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,16,11.95,30,16.9,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,30,14.23,60,16.7,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,40,14.22,NA,NA,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,60,12.92,NA,NA,NA,NA
3625,10_8,19.01,13.95,10,8,23,M,cont,90,14.35,NA,NA,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,0,0.7814,0,3.50,6.67,17.19
3626,13_18,15.71,15.03,13,18,23,NA,cont,2,1.67,2,4.58,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,5,3.3,5,7.69,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,10,10.51,10,15.63,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,16,12.21,30,NA,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,30,NA,60,NA,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,40,NA,NA,NA,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,60,NA,NA,NA,NA,NA
3626,13_18,15.71,15.03,13,18,23,NA,cont,90,NA,NA,NA,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,0,0.8352,0,3.96,6.71,19.05
3627,19_16,15.16,12.33,19,16,19,M,per,2,1.6,2,4.28,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,5,3.69,5,6.02,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,10,10.34,10,13.80,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,16,12.07,30,16.2,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,30,13.57,60,16.3,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,40,13.49,NA,NA,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,60,13.6,NA,NA,NA,NA
3627,19_16,15.16,12.33,19,16,19,M,per,90,12.3,NA,NA,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,0,0.8869,0,3.62,6.45,17.32
3628,19_17,15.16,12.33,19,17,19,F,low,2,1.79,2,5.13,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,5,NA,5,NA,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,10,10.59,10,16.55,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,16,12.59,30,16.1,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,30,14.31,60,16,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,40,14.05,NA,NA,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,60,15.06,NA,NA,NA,NA
3628,19_17,15.16,12.33,19,17,19,F,low,90,14.88,NA,NA,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,0,0.7938,0,3.82,6.68,19.20
3629,23_4,14.57,14.78,23,4,19,M,low,2,1.74,2,4.78,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,5,NA,5,NA,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,10,10.01,10,14.72,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,16,12.61,30,16.9,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,30,13.42,60,16.8,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,40,13.55,NA,NA,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,60,14.51,NA,NA,NA,NA
3629,23_4,14.57,14.78,23,4,19,M,low,90,13.96,NA,NA,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,0,0.7883,0,3.81,6.98,17.27
3630,23_5,14.57,14.78,23,5,19,F,cont,2,1.68,2,4.43,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,5,3.83,5,7.92,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,10,10.24,10,16.00,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,16,12.97,30,17,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,30,13.19,60,17,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,40,13.38,NA,NA,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,60,14.71,NA,NA,NA,NA
3630,23_5,14.57,14.78,23,5,19,F,cont,90,14.06,NA,NA,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,0,0.8731,0,3.94,6.58,17.68
3631,13_20,15.71,15.03,13,20,26,M,low,2,1.28,2,4.07,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,5,3.92,5,7.70,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,10,10.09,10,14.36,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,16,12.63,30,17.2,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,30,15.24,60,17,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,40,14.65,NA,NA,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,60,14.88,NA,NA,NA,NA
3631,13_20,15.71,15.03,13,20,26,M,low,90,15.56,NA,NA,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,0,0.7054,0,3.20,6.21,17.28
3632,14_19,13.9,13.36,14,19,26,M,cont,2,1.11,2,4.20,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,5,3.49,5,6.92,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,10,9.58,10,14.29,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,16,12.26,30,15.9,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,30,13.52,60,16,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,40,12.85,NA,NA,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,60,12.58,NA,NA,NA,NA
3632,14_19,13.9,13.36,14,19,26,M,cont,90,13.58,NA,NA,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,0,0.8834,0,3.85,6.81,18.73
3633,13_21,15.71,15.03,13,21,26,F,cont,2,1.41,2,NA,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,5,3.87,5,7.10,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,10,9.8,10,15.81,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,16,12.21,30,16.1,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,30,14.19,60,16.5,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,40,14.34,NA,NA,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,60,15.39,NA,NA,NA,NA
3633,13_21,15.71,15.03,13,21,26,F,cont,90,15.3,NA,NA,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,0,0.7731,0,3.35,6.95,17.85
3634,23_6,14.57,14.78,23,6,13,F,per,2,1.4,2,4.35,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,5,2.95,5,6.83,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,10,9,10,13.25,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,16,12.17,30,16.2,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,30,13.51,60,16.4,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,40,13.56,NA,NA,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,60,14.12,NA,NA,NA,NA
3634,23_6,14.57,14.78,23,6,13,F,per,90,14.45,NA,NA,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,0,0.8928,0,3.77,NA,18.21
3635,26_7,15.14,13.83,26,7,13,M,low,2,1.27,2,4.48,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,5,3.57,5,7.54,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,10,8.54,10,13.14,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,16,11.62,30,15.7,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,30,13.14,60,16,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,40,13.64,NA,NA,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,60,13.77,NA,NA,NA,NA
3635,26_7,15.14,13.83,26,7,13,M,low,90,14.43,NA,NA,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,0,0.8561,0,3.73,6.82,16.86
3636,23_7,14.57,14.78,23,7,13,F,low,2,1.13,2,4.70,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,5,2.7,5,6.17,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,10,8.08,10,13.29,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,16,11.63,30,16.3,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,30,12.69,60,16.4,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,40,13.54,NA,NA,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,60,13.85,NA,NA,NA,NA
3636,23_7,14.57,14.78,23,7,13,F,low,90,14.17,NA,NA,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,0,0.7902,0,3.65,5.98,18.95
3637,26_8,15.14,13.83,26,8,13,M,cont,2,1.64,2,5.16,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,5,4.46,5,8.57,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,10,10.42,10,14.75,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,16,11.42,30,15.6,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,30,13.47,60,15.6,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,40,13.32,NA,NA,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,60,13.46,NA,NA,NA,NA
3637,26_8,15.14,13.83,26,8,13,M,cont,90,13.52,NA,NA,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,0,0.8569,0,4.06,7.04,16.97
3638,13_22,15.71,15.03,13,22,13,F,per,2,1.34,2,4.10,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,5,3.5,5,8.45,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,10,9.26,10,14.97,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,16,12.49,30,16.6,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,30,13.57,60,16.5,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,40,13.79,NA,NA,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,60,13.42,NA,NA,NA,NA
3638,13_22,15.71,15.03,13,22,13,F,per,90,13.13,NA,NA,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,0,0.738,0,3.54,6.30,17.34
3639,14_21,13.9,13.36,14,21,3,F,low,2,1.51,2,4.49,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,5,3.42,5,7.19,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,10,10.85,10,15.49,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,16,12.45,30,16,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,30,12.92,60,16.3,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,40,14.1,NA,NA,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,60,14.49,NA,NA,NA,NA
3639,14_21,13.9,13.36,14,21,3,F,low,90,15.28,NA,NA,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,0,0.6684,0,3.41,6.29,17.35
3640,26_9,15.14,13.83,26,9,3,M,per,2,1.32,2,4.98,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,5,3.83,5,7.88,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,10,9.33,10,15.20,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,16,11.77,30,16,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,30,13.39,60,16.2,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,40,13.49,NA,NA,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,60,14.32,NA,NA,NA,NA
3640,26_9,15.14,13.83,26,9,3,M,per,90,14.01,NA,NA,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,0,0.6805,0,3.47,6.84,17.71
3641,14_22,13.9,13.36,14,22,3,F,cont,2,1.48,2,4.46,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,5,4.19,5,7.66,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,10,11.06,10,15.65,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,16,12.83,30,15.7,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,30,13.72,60,16.5,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,40,13.71,NA,NA,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,60,14.09,NA,NA,NA,NA
3641,14_22,13.9,13.36,14,22,3,F,cont,90,13.8,NA,NA,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,0,0.952,0,3.67,6.51,18.70
3642,26_11,15.14,13.83,26,11,3,M,cont,2,1.61,2,4.93,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,5,5.58,5,9.71,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,10,8.75,10,16.06,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,16,11.45,30,15.8,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,30,13.2,60,15.9,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,40,12.81,NA,NA,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,60,13.31,NA,NA,NA,NA
3642,26_11,15.14,13.83,26,11,3,M,cont,90,12.81,NA,NA,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,0,0.8797,0,3.94,7.27,18.77
3646,5_3,15.12,16.35,5,3,7,M,cont,2,1.61,2,4.72,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,5,3.28,5,7.10,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,10,8.76,10,14.70,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,16,12.46,30,15.5,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,30,13.85,60,15.8,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,40,13.77,NA,NA,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,60,14.24,NA,NA,NA,NA
3646,5_3,15.12,16.35,5,3,7,M,cont,90,14.09,NA,NA,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,0,0.7118,0,3.83,5.89,15.84
3647,7_2,17.75,15.24,7,2,7,F,cont,2,1.37,2,4.77,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,5,2.18,5,6.12,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,10,7.48,10,13.07,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,16,12.17,30,16.7,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,30,14.22,60,16.8,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,40,13.69,NA,NA,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,60,14.74,NA,NA,NA,NA
3647,7_2,17.75,15.24,7,2,7,F,cont,90,13.71,NA,NA,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,0,0.8905,0,3.61,7.37,18.18
3648,5_4,15.12,16.35,5,4,7,M,per,2,1.23,2,4.30,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,5,1.78,5,5.17,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,10,6.84,10,11.13,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,16,11.27,30,15.1,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,30,13.72,60,15.3,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,40,13.67,NA,NA,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,60,13.87,NA,NA,NA,NA
3648,5_4,15.12,16.35,5,4,7,M,per,90,13.11,NA,NA,NA,NA
